KOD_SUKL;NAZEV;ATC_WHO
0238979;ZOLGENSMA;M09AX09
0238980;ZOLGENSMA;M09AX09
0238981;ZOLGENSMA;M09AX09
0238982;ZOLGENSMA;M09AX09
0238983;ZOLGENSMA;M09AX09
0238984;ZOLGENSMA;M09AX09
0238985;ZOLGENSMA;M09AX09
0238986;ZOLGENSMA;M09AX09
0238987;ZOLGENSMA;M09AX09
0238988;ZOLGENSMA;M09AX09
0238989;ZOLGENSMA;M09AX09
0238990;ZOLGENSMA;M09AX09
0238991;ZOLGENSMA;M09AX09
0238992;ZOLGENSMA;M09AX09
0238993;ZOLGENSMA;M09AX09
0238994;ZOLGENSMA;M09AX09
0238995;ZOLGENSMA;M09AX09
0238996;ZOLGENSMA;M09AX09
0238997;ZOLGENSMA;M09AX09
0238998;ZOLGENSMA;M09AX09
0238999;ZOLGENSMA;M09AX09
0239000;ZOLGENSMA;M09AX09
0239032;ATROPINE ACCORD;A03BA01
0239034;ATROPINE ACCORD;A03BA01
0239036;FLUCLOXACILLIN FRESENIUS KABI;J01CF05
0239037;FLUCLOXACILLIN FRESENIUS KABI;J01CF05
0239038;FLUCLOXACILLIN FRESENIUS KABI;J01CF05
0239039;FLUCLOXACILLIN FRESENIUS KABI;J01CF05
0239040;BONAXON;L04AE01
0239041;DUCRESSA;S01CA01
0239042;SYMBICORT;R03AK07
0239043;SYMBICORT;R03AK07
0239050;CLINDAMYCIN HAMELN;J01FF01
0239051;CLINDAMYCIN HAMELN;J01FF01
0239052;CLINDAMYCIN HAMELN;J01FF01
0239053;CLINDAMYCIN HAMELN;J01FF01
0239054;CLINDAMYCIN HAMELN;J01FF01
0239055;CLINDAMYCIN HAMELN;J01FF01
0239068;CETALGEN;N02BE51
0239069;CETALGEN;N02BE51
0239070;CETALGEN;N02BE51
0239071;CETALGEN;N02BE51
0239072;SORAFENIB STADA;L01EX02
0239073;SORAFENIB STADA;L01EX02
0239074;SORAFENIB STADA;L01EX02
0239075;SORAFENIB STADA;L01EX02
0239076;SORAFENIB STADA;L01EX02
0239118;XERDOXO;B01AF01
0239119;XERDOXO;B01AF01
0239120;XERDOXO;B01AF01
0239121;XERDOXO;B01AF01
0239122;XERDOXO;B01AF01
0239123;XERDOXO;B01AF01
0239124;XERDOXO;B01AF01
0239125;XERDOXO;B01AF01
0239126;XERDOXO;B01AF01
0239127;XERDOXO;B01AF01
0239128;XERDOXO;B01AF01
0239129;XERDOXO;B01AF01
0239130;XERDOXO;B01AF01
0239131;XERDOXO;B01AF01
0239132;XERDOXO;B01AF01
0239133;XERDOXO;B01AF01
0239134;XERDOXO;B01AF01
0239135;XERDOXO;B01AF01
0239136;XERDOXO;B01AF01
0239137;XERDOXO;B01AF01
0239138;XERDOXO;B01AF01
0239139;XERDOXO;B01AF01
0239140;XERDOXO;B01AF01
0239141;XERDOXO;B01AF01
0239142;XERDOXO;B01AF01
0239143;XERDOXO;B01AF01
0239144;XERDOXO;B01AF01
0239145;XERDOXO;B01AF01
0239146;XERDOXO;B01AF01
0239147;XERDOXO;B01AF01
0239148;XERDOXO;B01AF01
0239149;XERDOXO;B01AF01
0239150;XERDOXO;B01AF01
0239151;XERDOXO;B01AF01
0239152;XERDOXO;B01AF01
0239153;XERDOXO;B01AF01
0239154;XERDOXO;B01AF01
0239155;XERDOXO;B01AF01
0239156;XERDOXO;B01AF01
0239157;XERDOXO;B01AF01
0239158;XERDOXO;B01AF01
0239159;XERDOXO;B01AF01
0239160;XERDOXO;B01AF01
0239161;XERDOXO;B01AF01
0239162;XERDOXO;B01AF01
0239163;XERDOXO;B01AF01
0239164;XERDOXO;B01AF01
0239165;XERDOXO;B01AF01
0239166;XERDOXO;B01AF01
0239167;XERDOXO;B01AF01
0239168;XERDOXO;B01AF01
0239169;XERDOXO;B01AF01
0239170;XERDOXO;B01AF01
0239171;XERDOXO;B01AF01
0239172;XERDOXO;B01AF01
0239173;XERDOXO;B01AF01
0239174;XERDOXO;B01AF01
0239175;XERDOXO;B01AF01
0239176;XERDOXO;B01AF01
0239177;XERDOXO;B01AF01
0239178;XERDOXO;B01AF01
0239179;XERDOXO;B01AF01
0239180;XERDOXO;B01AF01
0239181;XERDOXO;B01AF01
0239182;MELKART;A10BH02
0239183;MELKART;A10BH02
0239184;MELKART;A10BH02
0239185;MELKART;A10BH02
0239186;MELKART;A10BH02
0239187;MELKART;A10BH02
0239188;MELKART;A10BH02
0239189;MELKART;A10BH02
0239190;MELKART;A10BH02
0239191;MELKART;A10BH02
0239192;MELKART;A10BH02
0239193;MELKART DUO;A10BD08
0239194;MELKART DUO;A10BD08
0239195;MELKART DUO;A10BD08
0239196;MELKART DUO;A10BD08
0239197;MELKART DUO;A10BD08
0239198;MELKART DUO;A10BD08
0239199;MELKART DUO;A10BD08
0239200;MELKART DUO;A10BD08
0239201;MELKART DUO;A10BD08
0239202;MELKART DUO;A10BD08
0239203;MELKART DUO;A10BD08
0239204;MELKART DUO;A10BD08
0239205;MELKART DUO;A10BD08
0239206;MELKART DUO;A10BD08
0239207;MELKART DUO;A10BD08
0239208;MELKART DUO;A10BD08
0239211;WELARD;N06AX12
0239212;WELARD;N06AX12
0239213;WELARD;N06AX12
0239219;VAGIRUX;G03CA03
0239220;VAGIRUX;G03CA03
0239221;SORAFENIB SANDOZ;L01EX02
0239222;SORAFENIB SANDOZ;L01EX02
0239223;SORAFENIB SANDOZ;L01EX02
0239224;SORAFENIB SANDOZ;L01EX02
0239225;SORAFENIB SANDOZ;L01EX02
0239226;SORAFENIB SANDOZ;L01EX02
0239227;GRASIL;G04BE03
0239228;GRASIL;G04BE03
0239229;GRASIL;G04BE03
0239230;SOLIFENACIN VIPHARM;G04BD08
0239231;SOLIFENACIN VIPHARM;G04BD08
0239232;SOLIFENACIN VIPHARM;G04BD08
0239233;SOLIFENACIN VIPHARM;G04BD08
0239234;SOLIFENACIN VIPHARM;G04BD08
0239235;SOLIFENACIN VIPHARM;G04BD08
0239236;SOLIFENACIN VIPHARM;G04BD08
0239237;SOLIFENACIN VIPHARM;G04BD08
0239238;SOLIFENACIN VIPHARM;G04BD08
0239239;SOLIFENACIN VIPHARM;G04BD08
0239240;SOLIFENACIN VIPHARM;G04BD08
0239241;SOLIFENACIN VIPHARM;G04BD08
0239242;SOLIFENACIN VIPHARM;G04BD08
0239243;SOLIFENACIN VIPHARM;G04BD08
0239244;SOLIFENACIN VIPHARM;G04BD08
0239245;SOLIFENACIN VIPHARM;G04BD08
0239246;SOLIFENACIN VIPHARM;G04BD08
0239247;SOLIFENACIN VIPHARM;G04BD08
0239248;SOLIFENACIN VIPHARM;G04BD08
0239249;SOLIFENACIN VIPHARM;G04BD08
0239250;SOLIFENACIN VIPHARM;G04BD08
0239251;SOLIFENACIN VIPHARM;G04BD08
0239252;SOLIFENACIN VIPHARM;G04BD08
0239253;SOLIFENACIN VIPHARM;G04BD08
0239254;SOLIFENACIN VIPHARM;G04BD08
0239255;SOLIFENACIN VIPHARM;G04BD08
0239256;SOLIFENACIN VIPHARM;G04BD08
0239257;SOLIFENACIN VIPHARM;G04BD08
0239258;SOLIFENACIN VIPHARM;G04BD08
0239259;SOLIFENACIN VIPHARM;G04BD08
0239260;SOLIFENACIN VIPHARM;G04BD08
0239261;SOLIFENACIN VIPHARM;G04BD08
0239262;SOLIFENACIN VIPHARM;G04BD08
0239263;SOLIFENACIN VIPHARM;G04BD08
0239264;SOLIFENACIN VIPHARM;G04BD08
0239265;SOLIFENACIN VIPHARM;G04BD08
0239266;SOLIFENACIN VIPHARM;G04BD08
0239267;SOLIFENACIN VIPHARM;G04BD08
0239268;SOLIFENACIN VIPHARM;G04BD08
0239269;SOLIFENACIN VIPHARM;G04BD08
0239270;FENIMAX;D04AA13
0239271;FENIMAX;D04AA13
0239272;FENIMAX;D04AA13
0239273;FENIMAX;D04AA13
0239274;NIMESULID LERAM;M01AX17
0239275;NIMESULID LERAM;M01AX17
0239276;NIMESULID LERAM;M01AX17
0239312;POLAPIX;B01AF02
0239313;POLAPIX;B01AF02
0239314;POLAPIX;B01AF02
0239315;POLAPIX;B01AF02
0239316;POLAPIX;B01AF02
0239317;POLAPIX;B01AF02
0239318;POLAPIX;B01AF02
0239319;POLAPIX;B01AF02
0239320;POLAPIX;B01AF02
0239321;POLAPIX;B01AF02
0239322;NOREPINEPHRINE KALCEKS;C01CA03
0239323;NOREPINEPHRINE KALCEKS;C01CA03
0239324;NOREPINEPHRINE KALCEKS;C01CA03
0239325;NOREPINEPHRINE KALCEKS;C01CA03
0239326;NOREPINEPHRINE KALCEKS;C01CA03
0239327;NOREPINEPHRINE KALCEKS;C01CA03
0239328;NOREPINEPHRINE KALCEKS;C01CA03
0239329;NOREPINEPHRINE KALCEKS;C01CA03
0239330;NOREPINEPHRINE KALCEKS;C01CA03
0239331;NOREPINEPHRINE KALCEKS;C01CA03
0239332;NOREPINEPHRINE KALCEKS;C01CA03
0239333;NOREPINEPHRINE KALCEKS;C01CA03
0239334;BRYONIA AKH;V12
0239335;BRYONIA AKH;V12
0239336;BRYONIA AKH;V12
0239337;BRYONIA AKH;V12
0239338;BRYONIA AKH;V12
0239339;BRYONIA AKH;V12
0239340;BRYONIA AKH;V12
0239341;BRYONIA AKH;V12
0239342;PULSATILLA AKH;V12
0239343;PULSATILLA AKH;V12
0239344;PULSATILLA AKH;V12
0239345;PULSATILLA AKH;V12
0239346;PULSATILLA AKH;V12
0239347;PULSATILLA AKH;V12
0239348;PULSATILLA AKH;V12
0239349;PULSATILLA AKH;V12
0239354;VIDERIL;D01AE22
0239355;VIDERIL;D01AE22
0239369;LADUROT;G04CA52
0239370;LADUROT;G04CA52
0239371;LADUROT;G04CA52
0239372;LADUROT;G04CA52
0239373;LADUROT;G04CA52
0239374;LADUROT;G04CA52
0239375;AMBRISENTAN ZENTIVA;C02KX02
0239376;AMBRISENTAN ZENTIVA;C02KX02
0239377;AMBRISENTAN ZENTIVA;C02KX02
0239378;AMBRISENTAN ZENTIVA;C02KX02
0239379;AMBRISENTAN ZENTIVA;C02KX02
0239380;AMBRISENTAN ZENTIVA;C02KX02
0239381;AMBRISENTAN ZENTIVA;C02KX02
0239382;AMBRISENTAN ZENTIVA;C02KX02
0239419;LOGNIF;L04AE01
0239420;LOGNIF;L04AE01
0239421;LOGNIF;L04AE01
0239422;LOGNIF;L04AE01
0239423;LOGNIF;L04AE01
0239424;LOGNIF;L04AE01
0239425;LOGNIF;L04AE01
0239426;LOGNIF;L04AE01
0239427;LOGNIF;L04AE01
0239428;LOGNIF;L04AE01
0239429;LOGNIF;L04AE01
0239430;LOGNIF;L04AE01
0239431;LOGNIF;L04AE01
0239432;LOGNIF;L04AE01
0239433;LOGNIF;L04AE01
0239434;LOGNIF;L04AE01
0239435;LOGNIF;L04AE01
0239436;LOGNIF;L04AE01
0239446;MICAFUNGIN OLIKLA;J02AX05
0239453;DAREZIL;N06DA02
0239454;DAREZIL;N06DA02
0239455;DAREZIL;N06DA02
0239456;DAREZIL;N06DA02
0239457;DAREZIL;N06DA02
0239461;ALADEZ;A16AX01
0239462;ALADEZ;A16AX01
0239463;ALADEZ;A16AX01
0239464;ALADEZ;A16AX01
0239465;TICAGRELOR MYLAN;B01AC24
0239466;TICAGRELOR MYLAN;B01AC24
0239467;TICAGRELOR MYLAN;B01AC24
0239468;TICAGRELOR MYLAN;B01AC24
0239469;TICAGRELOR MYLAN;B01AC24
0239470;TICAGRELOR MYLAN;B01AC24
0239471;TICAGRELOR MYLAN;B01AC24
0239472;TICAGRELOR MYLAN;B01AC24
0239473;TICAGRELOR MYLAN;B01AC24
0239474;TICAGRELOR MYLAN;B01AC24
0239475;TICAGRELOR MYLAN;B01AC24
0239476;TICAGRELOR MYLAN;B01AC24
0239477;TICAGRELOR MYLAN;B01AC24
0239478;TICAGRELOR MYLAN;B01AC24
0239479;TICAGRELOR MYLAN;B01AC24
0239480;TICAGRELOR MYLAN;B01AC24
0239481;AUGMENTIN 1 G;J01CR02
0239482;AUGMENTIN 1 G;J01CR02
0239483;AUGMENTIN 1 G;J01CR02
0239484;AUGMENTIN 1 G;J01CR02
0239485;AUGMENTIN 1 G;J01CR02
0239486;AUGMENTIN 1 G;J01CR02
0239487;AUGMENTIN 1 G;J01CR02
0239488;AUGMENTIN 1 G;J01CR02
0239489;AUGMENTIN 1 G;J01CR02
0239490;AUGMENTIN 1 G;J01CR02
0239491;AUGMENTIN 1 G;J01CR02
0239492;AUGMENTIN 1 G;J01CR02
0239509;LAMOTRIGINE FARMAX;N03AX09
0239510;LAMOTRIGINE FARMAX;N03AX09
0239511;LAMOTRIGINE FARMAX;N03AX09
0239512;LAMOTRIGINE FARMAX;N03AX09
0239513;LAMOTRIGINE FARMAX;N03AX09
0239514;LAMOTRIGINE FARMAX;N03AX09
0239515;LAMOTRIGINE FARMAX;N03AX09
0239516;LAMOTRIGINE FARMAX;N03AX09
0239517;LAMOTRIGINE FARMAX;N03AX09
0239518;LAMOTRIGINE FARMAX;N03AX09
0239519;LAMOTRIGINE FARMAX;N03AX09
0239520;LAMOTRIGINE FARMAX;N03AX09
0239521;LAMOTRIGINE FARMAX;N03AX09
0239522;LAMOTRIGINE FARMAX;N03AX09
0239531;ANESIA;N01AX10
0239532;ANESIA;N01AX10
0239533;ELONTRIL;N06AX12
0239534;ELONTRIL;N06AX12
0239535;ELONTRIL;N06AX12
0239536;ELONTRIL;N06AX12
0239537;ELONTRIL;N06AX12
0239538;ELONTRIL;N06AX12
0239544;URSOSAN;A05AA02
0239545;URSOSAN;A05AA02
0239546;URSOSAN;A05AA02
0239547;URSOSAN;A05AA02
0239548;NATRIUM CHLORATUM BBP;B05XA03
0239549;NATRIUM CHLORATUM BBP;B05XA03
0239550;NATRIUM CHLORATUM BBP;V07AB
0239551;NATRIUM CHLORATUM BBP;V07AB
0239556;ORIDIP;C08CA13
0239557;ORIDIP;C08CA13
0239558;ORIDIP;C08CA13
0239559;ORIDIP;C08CA13
0239560;ORIDIP;C08CA13
0239561;ORIDIP;C08CA13
0239562;ORIDIP;C08CA13
0239563;ORIDIP;C08CA13
0239564;ORIDIP;C08CA13
0239565;ORIDIP;C08CA13
0239566;ORIDIP;C08CA13
0239567;ORIDIP;C08CA13
0239568;ORIDIP;C08CA13
0239569;ORIDIP;C08CA13
0239570;ORIDIP;C08CA13
0239571;ORIDIP;C08CA13
0239572;ORIDIP;C08CA13
0239573;ORIDIP;C08CA13
0239574;ORIDIP;C08CA13
0239575;ORIDIP;C08CA13
0239576;VELETRI;B01AC09
0239577;VELETRI;B01AC09
0239578;TEBOFORTAN;N06DX02
0239579;TEBOFORTAN;N06DX02
0239580;TEBOFORTAN;N06DX02
0239581;TEBOFORTAN;N06DX02
0239582;TEBOFORTAN;N06DX02
0239583;TEBOFORTAN;N06DX02
0239584;TEBOFORTAN;N06DX02
0239585;TEBOFORTAN;N06DX02
0239704;NUROFEN PRO DĚTI POMERANČ;M01AE01
0239705;NUROFEN PRO DĚTI POMERANČ;M01AE01
0239706;NUROFEN PRO DĚTI POMERANČ;M01AE01
0239707;NUROFEN PRO DĚTI POMERANČ;M01AE01
0239708;NUROFEN PRO DĚTI POMERANČ;M01AE01
0239709;MYCOPHENOLAT MOFETIL SANDOZ;L04AA06
0239710;MYCOPHENOLAT MOFETIL SANDOZ;L04AA06
0239711;MYCOPHENOLAT MOFETIL SANDOZ;L04AA06
0239712;MYCOPHENOLAT MOFETIL SANDOZ;L04AA06
0239713;MYCOPHENOLAT MOFETIL SANDOZ;L04AA06
0239723;ZOLGENSMA;M09AX09
0239747;SOMATOSTATIN EUMEDICA;H01CB01
0239748;PRELICA;N02BF02
0239749;PRELICA;N02BF02
0239750;PRELICA;N02BF02
0239751;PRELICA;N02BF02
0239752;NUROFEN JUNIOR POMERANČ;M01AE01
0239753;NUROFEN JUNIOR POMERANČ;M01AE01
0239754;NUROFEN JUNIOR POMERANČ;M01AE01
0239755;NUROFEN JUNIOR POMERANČ;M01AE01
0239756;NUROFEN JUNIOR POMERANČ;M01AE01
0239757;NUROFEN JUNIOR POMERANČ;M01AE01
0239758;NUROFEN JUNIOR POMERANČ;M01AE01
0239759;NUROFEN JUNIOR POMERANČ;M01AE01
0239760;NUROFEN JUNIOR POMERANČ;M01AE01
0239761;NUROFEN JUNIOR POMERANČ;M01AE01
0239762;NUROFEN JUNIOR POMERANČ;M01AE01
0239763;NUROFEN JUNIOR POMERANČ;M01AE01
0239764;NUROFEN JUNIOR POMERANČ;M01AE01
0239765;NUROFEN JUNIOR POMERANČ;M01AE01
0239766;NUROFEN JUNIOR POMERANČ;M01AE01
0239767;NUROFEN JUNIOR POMERANČ;M01AE01
0239770;COLDREX MAXGRIP CITRON;N02BE51
0239771;COLDREX MAXGRIP CITRON;N02BE51
0239773;OLYNTH;R01AA07
0239774;OLYNTH;R01AA07
0239776;OLYNTH;R01AA07
0239777;OLYNTH;R01AA07
0239778;EPIRUBICIN ACCORD;L01DB03
0239779;EPIRUBICIN ACCORD;L01DB03
0239780;EPIRUBICIN ACCORD;L01DB03
0239781;EPIRUBICIN ACCORD;L01DB03
0239782;EPIRUBICIN ACCORD;L01DB03
0239815;INJEXATE;L04AX03
0239816;INJEXATE;L04AX03
0239817;INJEXATE;L04AX03
0239818;INJEXATE;L04AX03
0239819;INJEXATE;L04AX03
0239820;INJEXATE;L04AX03
0239821;INJEXATE;L04AX03
0239822;INJEXATE;L04AX03
0239823;INJEXATE;L04AX03
0239824;INJEXATE;L04AX03
0239825;INJEXATE;L04AX03
0239826;INJEXATE;L04AX03
0239827;INJEXATE;L04AX03
0239828;INJEXATE;L04AX03
0239829;INJEXATE;L04AX03
0239830;INJEXATE;L04AX03
0239831;INJEXATE;L04AX03
0239832;INJEXATE;L04AX03
0239833;INJEXATE;L04AX03
0239834;INJEXATE;L04AX03
0239835;INJEXATE;L04AX03
0239836;INJEXATE;L04AX03
0239837;INJEXATE;L04AX03
0239838;INJEXATE;L04AX03
0239839;INJEXATE;L04AX03
0239840;INJEXATE;L04AX03
0239841;INJEXATE;L04AX03
0239842;INJEXATE;L04AX03
0239843;INJEXATE;L04AX03
0239844;INJEXATE;L04AX03
0239845;INJEXATE;L04AX03
0239846;INJEXATE;L04AX03
0239847;INJEXATE;L04AX03
0239848;INJEXATE;L04AX03
0239849;INJEXATE;L04AX03
0239850;INJEXATE;L04AX03
0239851;INJEXATE;L04AX03
0239852;INJEXATE;L04AX03
0239853;INJEXATE;L04AX03
0239854;INJEXATE;L04AX03
0239855;INJEXATE;L04AX03
0239856;INJEXATE;L04AX03
0239857;INJEXATE;L04AX03
0239858;INJEXATE;L04AX03
0239859;INJEXATE;L04AX03
0239860;INJEXATE;L04AX03
0239861;INJEXATE;L04AX03
0239862;INJEXATE;L04AX03
0239863;INJEXATE;L04AX03
0239864;INJEXATE;L04AX03
0239865;INJEXATE;L04AX03
0239866;INJEXATE;L04AX03
0239867;INJEXATE;L04AX03
0239868;INJEXATE;L04AX03
0239869;INJEXATE;L04AX03
0239870;INJEXATE;L04AX03
0239871;INJEXATE;L04AX03
0239872;INJEXATE;L04AX03
0239873;INJEXATE;L04AX03
0239874;INJEXATE;L04AX03
0239875;INJEXATE;L04AX03
0239876;INJEXATE;L04AX03
0239877;INJEXATE;L04AX03
0239878;INJEXATE;L04AX03
0239879;INJEXATE;L04AX03
0239880;INJEXATE;L04AX03
0239881;INJEXATE;L04AX03
0239882;INJEXATE;L04AX03
0239883;INJEXATE;L04AX03
0239884;INJEXATE;L04AX03
0239885;INJEXATE;L04AX03
0239886;INJEXATE;L04AX03
0239887;INJEXATE;L04AX03
0239888;INJEXATE;L04AX03
0239889;INJEXATE;L04AX03
0239890;INJEXATE;L04AX03
0239891;INJEXATE;L04AX03
0239892;INJEXATE;L04AX03
0239893;INJEXATE;L04AX03
0239894;INJEXATE;L04AX03
0239895;INJEXATE;L04AX03
0239896;INJEXATE;L04AX03
0239897;INJEXATE;L04AX03
0239898;INJEXATE;L04AX03
0239899;INJEXATE;L04AX03
0239900;INJEXATE;L04AX03
0239901;INJEXATE;L04AX03
0239902;INJEXATE;L04AX03
0239903;INJEXATE;L04AX03
0239904;INJEXATE;L04AX03
0239905;INJEXATE;L04AX03
0239906;INJEXATE;L04AX03
0239907;INJEXATE;L04AX03
0239908;INJEXATE;L04AX03
0239909;INJEXATE;L04AX03
0239910;INJEXATE;L04AX03
0239911;INJEXATE;L04AX03
0239912;INJEXATE;L04AX03
0239913;INJEXATE;L04AX03
0239914;INJEXATE;L04AX03
0239915;INJEXATE;L04AX03
0239916;INJEXATE;L04AX03
0239917;INJEXATE;L04AX03
0239918;INJEXATE;L04AX03
0239919;INJEXATE;L04AX03
0239920;INJEXATE;L04AX03
0239921;INJEXATE;L04AX03
0239922;INJEXATE;L04AX03
0239923;INJEXATE;L04AX03
0239924;INJEXATE;L04AX03
0239925;INJEXATE;L04AX03
0239926;INJEXATE;L04AX03
0239927;INJEXATE;L04AX03
0239928;INJEXATE;L04AX03
0239929;INJEXATE;L04AX03
0239930;INJEXATE;L04AX03
0239931;INJEXATE;L04AX03
0239932;INJEXATE;L04AX03
0239933;INJEXATE;L04AX03
0239934;INJEXATE;L04AX03
0239935;INJEXATE;L04AX03
0239936;INJEXATE;L04AX03
0239937;INJEXATE;L04AX03
0239938;INJEXATE;L04AX03
0239939;INJEXATE;L04AX03
0239940;INJEXATE;L04AX03
0239941;INJEXATE;L04AX03
0239942;INJEXATE;L04AX03
0239943;INJEXATE;L04AX03
0239944;INJEXATE;L04AX03
0239945;INJEXATE;L04AX03
0239946;INJEXATE;L04AX03
0239947;INJEXATE;L04AX03
0239948;INJEXATE;L04AX03
0239949;INJEXATE;L04AX03
0239950;INJEXATE;L04AX03
0239951;INJEXATE;L04AX03
0239952;INJEXATE;L04AX03
0239953;INJEXATE;L04AX03
0239954;INJEXATE;L04AX03
0239955;INJEXATE;L04AX03
0239956;INJEXATE;L04AX03
0239957;INJEXATE;L04AX03
0239958;INJEXATE;L04AX03
0239959;INJEXATE;L04AX03
0239960;INJEXATE;L04AX03
0239961;INJEXATE;L04AX03
0239962;INJEXATE;L04AX03
0239963;MIDAZOLAM ACCORD;N05CD08
0239964;MIDAZOLAM ACCORD;N05CD08
0239965;MIDAZOLAM ACCORD;N05CD08
0239966;MIDAZOLAM ACCORD;N05CD08
0239967;MIDAZOLAM ACCORD;N05CD08
0239968;OXALIPLATIN ACCORD;L01XA03
0239969;OXALIPLATIN ACCORD;L01XA03
0239970;OXALIPLATIN ACCORD;L01XA03
0239971;PARACETAMOL ACCORD;N02BE01
0239972;PARACETAMOL ACCORD;N02BE01
0239973;PARACETAMOL ACCORD;N02BE01
0239974;PARACETAMOL ACCORD;N02BE01
0239975;PARACETAMOL ACCORD;N02BE01
0239976;PARACETAMOL ACCORD;N02BE01
0239977;PARACETAMOL ACCORD;N02BE01
0240015;SILDENAFIL ACCORD;G04BE03
0240016;SILDENAFIL ACCORD;G04BE03
0240017;SILDENAFIL ACCORD;G04BE03
0240018;SILDENAFIL ACCORD;G04BE03
0240019;SILDENAFIL ACCORD;G04BE03
0240020;OLYNTH HA;R01AA07
0240065;ERLOTINIB VIPHARM;L01EB02
0240067;ERLOTINIB VIPHARM;L01EB02
0240177;IBUPROFEN KABI;M01AE01
0240178;IBUPROFEN KABI;M01AE01
0240179;IBUPROFEN KABI;M01AE01
0240218;TICAGRELOR STADA;B01AC24
0240219;TICAGRELOR STADA;B01AC24
0240220;TICAGRELOR STADA;B01AC24
0240221;TICAGRELOR STADA;B01AC24
0240222;TICAGRELOR STADA;B01AC24
0240223;TICAGRELOR STADA;B01AC24
0240224;TICAGRELOR STADA;B01AC24
0240225;TICAGRELOR STADA;B01AC24
0240226;TICAGRELOR STADA;B01AC24
0240227;TICAGRELOR STADA;B01AC24
0240228;TICAGRELOR STADA;B01AC24
0240229;BUTYLSKOPOLAMINIUM BROMID KALCEKS;A03BB01
0240230;BUTYLSKOPOLAMINIUM BROMID KALCEKS;A03BB01
0240231;POSACONAZOLE SANDOZ;J02AC04
0240232;POSACONAZOLE SANDOZ;J02AC04
0240233;POSACONAZOLE SANDOZ;J02AC04
0240234;POSACONAZOLE SANDOZ;J02AC04
0240235;POSACONAZOLE SANDOZ;J02AC04
0240236;POSACONAZOLE SANDOZ;J02AC04
0240237;POSACONAZOLE SANDOZ;J02AC04
0240238;POSACONAZOLE SANDOZ;J02AC04
0240239;POSACONAZOLE SANDOZ;J02AC04
0240240;POSACONAZOLE SANDOZ;J02AC04
0240241;POSACONAZOLE SANDOZ;J02AC04
0240242;POSACONAZOLE SANDOZ;J02AC04
0240243;POSACONAZOLE SANDOZ;J02AC04
0240244;POSACONAZOLE TEVA PHARMA;J02AC04
0240245;POSACONAZOLE TEVA PHARMA;J02AC04
0240246;POSACONAZOLE TEVA PHARMA;J02AC04
0240247;POSACONAZOLE TEVA PHARMA;J02AC04
0240248;POSACONAZOLE TEVA PHARMA;J02AC04
0240249;POSACONAZOLE TEVA PHARMA;J02AC04
0240250;POSACONAZOLE TEVA PHARMA;J02AC04
0240251;POSACONAZOLE TEVA PHARMA;J02AC04
0240252;POSACONAZOLE TEVA PHARMA;J02AC04
0240253;POSACONAZOLE TEVA PHARMA;J02AC04
0240254;POSACONAZOLE TEVA PHARMA;J02AC04
0240255;POSACONAZOLE TEVA PHARMA;J02AC04
0240256;POSACONAZOLE TEVA PHARMA;J02AC04
0240257;IBUPROFEN B. BRAUN;M01AE01
0240258;IBUPROFEN B. BRAUN;M01AE01
0240313;PLOTIS;G04BX14
0240314;PLOTIS;G04BX14
0240315;PLOTIS;G04BX14
0240316;PLOTIS;G04BX14
0240317;PLOTIS;G04BX14
0240318;PLOTIS;G04BX14
0240319;PLOTIS;G04BX14
0240320;PLOTIS;G04BX14
0240326;ARUSOL;G04BD08
0240327;ARUSOL;G04BD08
0240328;ARUSOL;G04BD08
0240329;ARUSOL;G04BD08
0240330;ARUSOL;G04BD08
0240331;ARUSOL;G04BD08
0240332;ARUSOL;G04BD08
0240333;ARUSOL;G04BD08
0240334;ARUSOL;G04BD08
0240335;ARUSOL;G04BD08
0240336;ARUSOL;G04BD08
0240337;ARUSOL;G04BD08
0240338;ARUSOL;G04BD08
0240339;ARUSOL;G04BD08
0240340;ARUSOL;G04BD08
0240341;ARUSOL;G04BD08
0240342;ARUSOL;G04BD08
0240343;ARUSOL;G04BD08
0240344;ARUSOL;G04BD08
0240345;ARUSOL;G04BD08
0240346;MAYSIGLU;A10BH01
0240347;MAYSIGLU;A10BH01
0240348;MAYSIGLU;A10BH01
0240349;MAYSIGLU;A10BH01
0240350;MAYSIGLU;A10BH01
0240351;MAYSIGLU;A10BH01
0240352;MAYSIGLU;A10BH01
0240353;MAYSIGLU;A10BH01
0240354;MAYSIGLU;A10BH01
0240355;MAYSIGLU;A10BH01
0240356;MAYSIGLU;A10BH01
0240357;MAYSIGLU;A10BH01
0240358;MAYSIGLU;A10BH01
0240359;MAYSIGLU;A10BH01
0240360;MAYSIGLU;A10BH01
0240361;MAYSIGLU;A10BH01
0240362;MAYSIGLU;A10BH01
0240363;MAYSIGLU;A10BH01
0240364;MAYSIGLU;A10BH01
0240365;MAYSIGLU;A10BH01
0240366;MAYSIGLU;A10BH01
0240401;AZACITIDIN SANDOZ;L01BC07
0240427;SACHODENT;A01AD11
0240434;AZONEURAX;N06AX05
0240435;AZONEURAX;N06AX05
0240436;AZONEURAX;N06AX05
0240437;FIXAPOST;S01ED51
0240438;FIXAPOST;S01ED51
0240450;SEPREN;R02AX01
0240451;SEPREN;R02AX01
0240452;SEPREN;R02AX01
0240453;SEPREN;R02AX01
0240454;SEPREN;R02AX01
0240460;DASATINIB SANDOZ;L01EA02
