KOD_SUKL;NAZEV;ATC_WHO
0206566;TAXIMED;J01DD01
0206567;TAXIMED;J01DD01
0206568;TAXIMED;J01DD01
0206606;DESLORATADIN STADA;R06AX27
0206607;DESLORATADIN STADA;R06AX27
0206658;LATANOPROST STADA;S01EE01
0206661;ZEGOMIB;L01XG01
0206848;SPIOLTO RESPIMAT;R03AL06
0207011;CITALOPRAM TEVA;N06AB04
0207012;CITALOPRAM TEVA;N06AB04
0207013;CITALOPRAM TEVA;N06AB04
0207014;CITALOPRAM TEVA;N06AB04
0207043;TRITACE;C09AA05
0207044;TRITACE;C09AA05
0207045;TRITACE;C09AA05
0207046;VALGANCICLOVIR TEVA;J05AB14
0207069;ACTELSAR HCT;C09DA07
0207070;ACTELSAR HCT;C09DA07
0207071;ACTELSAR HCT;C09DA07
0207072;ACTELSAR HCT;C09DA07
0207073;ACTELSAR HCT;C09DA07
0207131;TRITAZIDE;C09BA05
0207132;TRITAZIDE;C09BA05
0207133;TRITAZIDE;C09BA05
0207134;TRITAZIDE;C09BA05
0207135;TRITAZIDE;C09BA05
0207136;TRITAZIDE;C09BA05
0207137;TRITAZIDE;C09BA05
0207138;TRITAZIDE;C09BA05
0207140;TRITAZIDE;C09BA05
0207141;TRITAZIDE;C09BA05
0207142;TRITAZIDE;C09BA05
0207143;TRITAZIDE;C09BA05
0207144;TRITAZIDE;C09BA05
0207152;GABAPENTIN TEVA;N02BF01
0207153;GABAPENTIN TEVA;N02BF01
0207154;GABAPENTIN TEVA;N02BF01
0207155;GABAPENTIN TEVA;N02BF01
0207186;CAVINTON FORTE;N06BX18
0207202;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207203;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207204;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207205;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207206;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207207;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207208;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207209;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207210;TELMISARTAN/HYDROCHLOROTHIAZID TEVA;C09DA07
0207229;CITRAFLEET;A06AB58
0207230;CITRAFLEET;A06AB58
0207231;CITRAFLEET;A06AB58
0207232;CITRAFLEET;A06AB58
0207233;CITRAFLEET;A06AB58
0207234;CITRAFLEET;A06AB58
0207235;CITRAFLEET;A06AB58
0207236;CITRAFLEET;A06AB58
0207237;CITRAFLEET;A06AB58
0207238;CITRAFLEET;A06AB58
0207239;CITRAFLEET;A06AB58
0207240;CITRAFLEET;A06AB58
0207251;NALGESIN;M01AE02
0207252;NALGESIN;M01AE02
0207253;NALGESIN;M01AE02
0207254;NALGESIN;M01AE02
0207255;NALGESIN;M01AE02
0207257;GAMUNEX;J06BA02
0207258;GAMUNEX;J06BA02
0207259;GAMUNEX;J06BA02
0207260;GAMUNEX;J06BA02
0207261;GAMUNEX;J06BA02
0207262;PROSPAN;R05CA12
0207264;SINUPRET;R05X
0207265;SINUPRET;R05X
0207266;SINUPRET;R05X
0207273;DOSTINEX;G02CB03
0207274;DOSTINEX;G02CB03
0207275;ORLISTAT SANDOZ;A08AB01
0207276;ORLISTAT SANDOZ;A08AB01
0207277;ORLISTAT SANDOZ;A08AB01
0207278;VARILRIX;J07BK01
0207285;APO-IBUPROFEN RAPID;M01AE01
0207286;APO-IBUPROFEN RAPID;M01AE01
0207287;APO-IBUPROFEN RAPID;M01AE01
0207288;APO-IBUPROFEN RAPID;M01AE01
0207289;APO-IBUPROFEN RAPID;M01AE01
0207290;APO-IBUPROFEN RAPID;M01AE01
0207291;APO-IBUPROFEN RAPID;M01AE01
0207308;TEZZIMI;C10AX09
0207310;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207311;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207312;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207313;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207314;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207315;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207316;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207317;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0207328;INFUSIO NATRII CHLORATI ISOTONICA IMUNA;B05BB01
0207329;INFUSIO NATRII CHLORATI ISOTONICA IMUNA;B05BB01
0207330;INFUSIO NATRII CHLORATI ISOTONICA IMUNA;B05BB01
0207331;INFUSIO NATRII CHLORATI ISOTONICA IMUNA;B05BB01
0207332;INFUSIO NATRII CHLORATI ISOTONICA IMUNA;B05BB01
0207333;PHLOGENZYM;M09AB52
0207335;PHLOGENZYM;M09AB52
0207336;PHLOGENZYM;M09AB52
0207337;PHLOGENZYM;M09AB52
0207338;ACTOS;A10BG03
0207339;PHLOGENZYM;M09AB52
0207340;PHLOGENZYM;M09AB52
0207502;DACARBAZINE MEDAC;L01AX04
0207504;FINANORM;G04CB01
0207505;FINANORM;G04CB01
0207506;FINANORM;G04CB01
0207507;FINANORM;G04CB01
0207508;FINANORM;G04CB01
0207509;FINANORM;G04CB01
0207510;FINANORM;G04CB01
0207511;FINANORM;G04CB01
0207512;FINANORM;G04CB01
0207513;FINANORM;G04CB01
0207518;PANADOL EXTRA RAPIDE;N02BE51
0207519;PANADOL EXTRA RAPIDE;N02BE51
0207527;MEDROL;H02AB04
0207528;MEDROL;H02AB04
0207530;GAMUNEX;J06BA02
0207531;GAMUNEX;J06BA02
0207532;GAMUNEX;J06BA02
0207533;GAMUNEX;J06BA02
0207534;GAMUNEX;J06BA02
0207535;GAMUNEX;J06BA02
0207536;GAMUNEX;J06BA02
0207537;GAMUNEX;J06BA02
0207538;GAMUNEX;J06BA02
0207539;GAMUNEX;J06BA02
0207573;FENTANYL-RATIOPHARM;N02AB03
0207574;FENTANYL-RATIOPHARM;N02AB03
0207575;FENTANYL-RATIOPHARM;N02AB03
0207576;FENTANYL-RATIOPHARM;N02AB03
0207577;FENTANYL-RATIOPHARM;N02AB03
0207609;EZOLETA;C10AX09
0207610;EZOLETA;C10AX09
0207611;EZOLETA;C10AX09
0207612;EZOLETA;C10AX09
0207613;EZOLETA;C10AX09
0207614;EZOLETA;C10AX09
0207615;EZOLETA;C10AX09
0207616;EZOLETA;C10AX09
0207617;EZOLETA;C10AX09
0207618;EZOLETA;C10AX09
0207619;ITOPRID XANTIS;A03FA07
0207620;ITOPRID XANTIS;A03FA07
0207621;ITOPRID XANTIS;A03FA07
0207622;ITOPRID XANTIS;A03FA07
0207623;ITOPRID XANTIS;A03FA07
0207624;ITOPRID XANTIS;A03FA07
0207625;ITOPRID XANTIS;A03FA07
0207626;ITOPRID XANTIS;A03FA07
0207633;BILTRICIDE;P02BA01
0207634;CAPREOMYCIN INJECTION;J04AB30
0207635;PENTACARINAT;P01CX01
0207638;TRAMAL RETARD;N02AX02
0207639;TRAMAL RETARD;N02AX02
0207640;TRAMAL RETARD;N02AX02
0207664;VERRIA;J02AC03
0207665;VERRIA;J02AC03
0207666;VERRIA;J02AC03
0207667;VERRIA;J02AC03
0207668;VERRIA;J02AC03
0207669;VERRIA;J02AC03
0207670;VERRIA;J02AC03
0207671;VERRIA;J02AC03
0207672;VERRIA;J02AC03
0207692;PROTHAZIN;R06AD02
0207694;OLAZAX DISPERZI;N05AH03
0207696;OLAZAX;N05AH03
0207713;MIRELLE;G03AA10
0207714;MIRELLE;G03AA10
0207716;YAZ;G03AA12
0207717;YAZ;G03AA12
0207718;YAZ;G03AA12
0207719;YAZ;G03AA12
0207720;VITAMIN D3 AXONIA;A11CC05
0207721;VITAMIN D3 AXONIA;A11CC05
0207722;VITAMIN D3 AXONIA;A11CC05
0207723;VITAMIN D3 AXONIA;A11CC05
0207724;VITAMIN D3 AXONIA;A11CC05
0207725;VITAMIN D3 AXONIA;A11CC05
0207726;VITAMIN D3 AXONIA;A11CC05
0207727;VITAMIN D3 AXONIA;A11CC05
0207728;VITAMIN D3 AXONIA;A11CC05
0207732;GADOVIST;V08CA09
0207733;GADOVIST;V08CA09
0207734;GADOVIST;V08CA09
0207735;GADOVIST;V08CA09
0207736;GADOVIST;V08CA09
0207737;GADOVIST;V08CA09
0207738;GADOVIST;V08CA09
0207739;GADOVIST;V08CA09
0207740;GADOVIST;V08CA09
0207741;GADOVIST;V08CA09
0207742;GADOVIST;V08CA09
0207743;GADOVIST;V08CA09
0207744;GADOVIST;V08CA09
0207745;GADOVIST;V08CA09
0207746;GADOVIST;V08CA09
0207747;GADOVIST;V08CA09
0207748;GADOVIST;V08CA09
0207751;ZEGOMIB;L01XG01
0207756;VENTOLIBER 7,5MG/5ML + 0,005MG/5ML XAROPE INFANTIL;R03CC63
0207768;LOZAP H;C09DA01
0207769;GLUKÓZA B. BRAUN 40%;B05BA03
0207770;GLUKÓZA B. BRAUN 40%;B05BA03
0207771;GLUKÓZA B. BRAUN 40%;B05BA03
0207777;BREVACTID;G03GA01
0207791;EZETIMIB STADA;C10AX09
0207792;EZETIMIB STADA;C10AX09
0207793;EZETIMIB STADA;C10AX09
0207794;EZETIMIB STADA;C10AX09
0207795;EZETIMIB STADA;C10AX09
0207796;EZETIMIB STADA;C10AX09
0207797;EZETIMIB STADA;C10AX09
0207798;EZETIMIB STADA;C10AX09
0207799;EZETIMIB STADA;C10AX09
0207800;EZETIMIB STADA;C10AX09
0207801;EZETIMIB STADA;C10AX09
0207802;EZETIMIB STADA;C10AX09
0207803;EZETIMIB STADA;C10AX09
0207804;EZETIMIB STADA;C10AX09
0207807;NEUROMULTIVIT;A11DB
0207808;NEUROMULTIVIT;A11DB
0207809;SÉDATIF PC;V12
0207821;MICTONORM UNO;G04BD06
0207822;MICTONORM UNO;G04BD06
0207823;MICTONORM UNO;G04BD06
0207824;MICTONORM UNO;G04BD06
0207825;MICTONORM UNO;G04BD06
0207826;MICTONORM UNO;G04BD06
0207827;MICTONORM UNO;G04BD06
0207828;MICTONORM UNO;G04BD06
0207829;MICTONORM UNO;G04BD06
0207830;MICTONORM UNO;G04BD06
0207831;MICTONORM UNO;G04BD06
0207832;MICTONORM UNO;G04BD06
0207833;MICTONORM UNO;G04BD06
0207834;MICTONORM UNO;G04BD06
0207835;MICTONORM UNO;G04BD06
0207836;MICTONORM UNO;G04BD06
0207837;MICTONORM UNO;G04BD06
0207838;MICTONORM UNO;G04BD06
0207839;MICTONORM UNO;G04BD06
0207840;MICTONORM UNO;G04BD06
0207841;MICTONORM UNO;G04BD06
0207842;MICTONORM UNO;G04BD06
0207843;MICTONORM UNO;G04BD06
0207844;MICTONORM UNO;G04BD06
0207845;MICTONORM UNO;G04BD06
0207846;MICTONORM UNO;G04BD06
0207847;MICTONORM UNO;G04BD06
0207864;PRESTANCE;C09BB04
0207865;PRESTANCE;C09BB04
0207866;PRESTANCE;C09BB04
0207867;PRESTANCE;C09BB04
0207872;DOLIRIEF;M01AE01
0207873;DOLIRIEF;M01AE01
0207874;DOLIRIEF;M01AE01
0207875;DOLIRIEF;M01AE01
0207879;ZYKALOR;N05AX12
0207880;ZYKALOR;N05AX12
0207889;DUSPATALIN RETARD;A03AA04
0207926;TAKIPRIN;N01BB04
0207929;XADOS;R06AX29
0207930;AMICLOTON;C03EA06
0207931;ANOPYRIN;B01AC06
0207932;ANOPYRIN;B01AC06
0207933;ANOPYRIN;B01AC06
0207934;ANOPYRIN;B01AC06
0207935;ANOPYRIN;B01AC06
0207936;ANOPYRIN;B01AC06
0207937;ANOPYRIN;B01AC06
0207938;BISTON;N03AF01
0207939;CODEIN SLOVAKOFARMA;R05DA04
0207940;CODEIN SLOVAKOFARMA;R05DA04
0207941;FUROSEMID SLOVAKOFARMA;C03CA01
0207942;FUROSEMID SLOVAKOFARMA;C03CA01
0207943;FUROSEMID SLOVAKOFARMA;C03CA01
0207944;FUROSEMID SLOVAKOFARMA;C03CA01
0207945;FUROSEMID SLOVAKOFARMA;C03CA01
0207946;LITHIUM CARBONICUM SLOVAKOFARMA;N05AN01
0207956;MONOTAB;C01DA14
0207957;MONOTAB;C01DA14
0207958;MONOTAB;C01DA14
0207959;MONOTAB;C01DA14
0207960;MONOTAB;C01DA14
0207961;MONOTAB;C01DA14
0207962;NITROGLYCERIN SLOVAKOFARMA;C01DA02
0207963;SYNTOSTIGMIN;N07AA01
0207964;SYNTOSTIGMIN;N07AA01
0207965;TRALGIT;N02AX02
0207966;TRALGIT;N02AX02
0207981;DUPHASTON;G03DB01
0207982;FEMOSTON CONTI;G03FA14
0207983;FEMOSTON CONTI;G03FA14
0207984;FEMOSTON;G03FB08
0207985;FEMOSTON;G03FB08
0207986;FEMOSTON;G03FB08
0207987;FEMOSTON;G03FB08
0207989;SOBYCOR COMBI;C07FB07
0207990;SOBYCOR COMBI;C07FB07
0207991;SOBYCOR COMBI;C07FB07
0207992;SOBYCOR COMBI;C07FB07
0207993;SOBYCOR COMBI;C07FB07
0207994;SOBYCOR COMBI;C07FB07
0207995;SOBYCOR COMBI;C07FB07
0207996;SOBYCOR COMBI;C07FB07
0207997;SOBYCOR COMBI;C07FB07
0207998;SOBYCOR COMBI;C07FB07
0207999;SOBYCOR COMBI;C07FB07
0208038;CONOXIA;V03AN01
0208040;CONOXIA;V03AN01
0208042;CONOXIA;V03AN01
0208044;CONOXIA;V03AN01
0208046;CONOXIA;V03AN01
0208048;CONOXIA;V03AN01
0208049;CONOXIA;V03AN01
0208051;CONOXIA;V03AN01
0208052;CONOXIA;V03AN01
0208054;CONOXIA;V03AN01
0208055;CONOXIA;V03AN01
0208057;CONOXIA;V03AN01
0208058;CONOXIA;V03AN01
0208060;CONOXIA;V03AN01
0208061;CONOXIA;V03AN01
0208063;CONOXIA;V03AN01
0208064;CONOXIA;V03AN01
0208066;CONOXIA;V03AN01
0208067;CONOXIA;V03AN01
0208069;CONOXIA;V03AN01
0208070;CONOXIA;V03AN01
0208072;CONOXIA;V03AN01
0208073;CONOXIA;V03AN01
0208075;CONOXIA;V03AN01
0208076;CONOXIA;V03AN01
0208077;CONOXIA;V03AN01
0208078;CONOXIA;V03AN01
0208079;CONOXIA;V03AN01
0208080;CONOXIA;V03AN01
0208081;CONOXIA;V03AN01
0208082;CONOXIA;V03AN01
0208083;CONOXIA;V03AN01
0208084;CONOXIA;V03AN01
0208085;CONOXIA;V03AN01
0208087;CONOXIA;V03AN01
0208088;CONOXIA;V03AN01
0208090;CONOXIA;V03AN01
0208091;CONOXIA;V03AN01
0208092;CONOXIA;V03AN01
0208093;CONOXIA;V03AN01
0208094;CONOXIA;V03AN01
0208095;CONOXIA;V03AN01
0208096;CONOXIA;V03AN01
0208097;CONOXIA;V03AN01
0208098;CONOXIA;V03AN01
0208099;CONOXIA;V03AN01
0208100;CONOXIA;V03AN01
0208101;CONOXIA;V03AN01
0208102;CONOXIA;V03AN01
0208103;CONOXIA;V03AN01
0208104;CONOXIA;V03AN01
0208105;CONOXIA;V03AN01
0208106;CONOXIA;V03AN01
0208107;CONOXIA;V03AN01
0208108;CONOXIA;V03AN01
0208110;CONOXIA;V03AN01
0208111;CONOXIA;V03AN01
0208112;CONOXIA;V03AN01
0208113;CONOXIA;V03AN01
0208114;CONOXIA;V03AN01
0208115;OCTENISEPT;D08AJ57
0208116;OCTENISEPT;D08AJ57
0208117;CONOXIA;V03AN01
0208125;JANGEE;G03AA12
0208126;JANGEE;G03AA12
0208127;JANGEE;G03AA12
0208128;JANGEE;G03AA12
0208129;JANGEE;G03AA12
0208130;JANGEE;G03AA12
0208131;JANGEE;G03AA12
0208132;JANGEE;G03AA12
0208133;JANGEE;G03AA12
0208134;JANGEE;G03AA12
0208141;ORTANOL;A02BC01
0208171;HEDELIX;R05CA12
0208172;HEDELIX;R05CA12
0208202;SIOFOR;A10BA02
0208203;SIOFOR;A10BA02
0208204;SIOFOR;A10BA02
0208205;SIOFOR;A10BA02
0208206;SIOFOR;A10BA02
0208207;SIOFOR;A10BA02
0208217;METFORMIN SANDOZ;A10BA02
0208255;ONELAR;N06AX21
0208256;ONELAR;N06AX21
0208257;ONELAR;N06AX21
0208258;ONELAR;N06AX21
0208259;VONILLE;G03AA10
0208260;VONILLE;G03AA10
0208261;VONILLE;G03AA10
0208270;LENZETTO;G03CA03
0208276;MICETAL;D01AC16
0208279;MICETAL;D01AC16
0208280;MICETAL;D01AC16
0208281;DIENILLE;G03AA16
0208282;DIENILLE;G03AA16
0208283;BOCOUTURE;M03AX01
0208284;BOCOUTURE;M03AX01
0208285;BOCOUTURE;M03AX01
0208286;BOCOUTURE;M03AX01
0208290;REPAGLINIDE ACCORD;A10BX02
0208291;REPAGLINIDE ACCORD;A10BX02
0208292;REPAGLINIDE ACCORD;A10BX02
0208300;ATOMOXETIN ACTAVIS;N06BA09
0208301;ATOMOXETIN ACTAVIS;N06BA09
0208302;ATOMOXETIN ACTAVIS;N06BA09
0208303;ATOMOXETIN ACTAVIS;N06BA09
0208304;ATOMOXETIN ACTAVIS;N06BA09
0208305;ATOMOXETIN ACTAVIS;N06BA09
0208306;ATOMOXETIN ACTAVIS;N06BA09
0208307;ATOMOXETIN ACTAVIS;N06BA09
0208308;ATOMOXETIN ACTAVIS;N06BA09
0208309;ATOMOXETIN ACTAVIS;N06BA09
0208310;ATOMOXETIN ACTAVIS;N06BA09
0208311;ATOMOXETIN ACTAVIS;N06BA09
0208312;ATOMOXETIN ACTAVIS;N06BA09
0208313;ATOMOXETIN ACTAVIS;N06BA09
0208314;QUETIAPIN TEVA RETARD;N05AH04
0208315;QUETIAPIN TEVA RETARD;N05AH04
0208316;QUETIAPIN TEVA RETARD;N05AH04
0208322;ORTANOL;A02BC01
0208323;ORTANOL;A02BC01
0208352;FLUDEOXYGLUCOSE (18F) BIONT;V09IX04
0208356;ZOVIRAX;D06BB03
0208357;ZOVIRAX;D06BB03
0208424;SEPTOLETE D;R02AA16
0208425;SEPTOLETE MENTHOL;R02AA16
0208438;SEVORANE;N01AB08
0208439;ADENURIC;M04AA03
0208440;ADENURIC;M04AA03
0208441;ADENURIC;M04AA03
0208442;ADENURIC;M04AA03
0208443;ADENURIC;M04AA03
0208444;ADENURIC;M04AA03
0208445;ADENURIC;M04AA03
0208446;ADENURIC;M04AA03
0208447;ADENURIC;M04AA03
0208448;ADENURIC;M04AA03
0208449;ADENURIC;M04AA03
0208450;ADENURIC;M04AA03
0208451;ARDEANUTRISOL G 20%;B05BA03
0208452;ARDEANUTRISOL G 20%;B05BA03
0208453;ARDEANUTRISOL G 20%;B05BA03
0208454;ARDEANUTRISOL G 20%;B05BA03
0208455;ARDEANUTRISOL G 40%;B05BA03
0208456;ARDEANUTRISOL G 40%;B05BA03
0208457;ARDEANUTRISOL G 40%;B05BA03
0208458;ARDEANUTRISOL G 40%;B05BA03
0208459;ARDEANUTRISOL G 5%;B05BA03
0208460;ARDEANUTRISOL G 5%;B05BA03
0208461;ARDEANUTRISOL G 5%;B05BA03
0208462;ARDEANUTRISOL G 5%;B05BA03
0208463;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208464;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208465;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208466;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208467;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208468;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208469;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208470;INJECTIO PROCAINII CHLORATI ARDEAPHARMA;N01BA02
0208471;INJECTIO TRIMECAINII CHLORATI ARDEAPHARMA;N01BB
0208472;INJECTIO TRIMECAINII CHLORATI ARDEAPHARMA;N01BB
0208473;INJECTIO TRIMECAINII CHLORATI ARDEAPHARMA;N01BB
0208474;INJECTIO TRIMECAINII CHLORATI ARDEAPHARMA;N01BB
0208475;INJECTIO TRIMECAINII CHLORATI ARDEAPHARMA;N01BB
0208476;INJECTIO TRIMECAINII CHLORATI ARDEAPHARMA;N01BB
0208477;ATORSTAD;C10AA05
0208478;ATORSTAD;C10AA05
0208479;PIRAMIL COMBI;C09BB07
0208480;PIRAMIL COMBI;C09BB07
0208481;PIRAMIL COMBI;C09BB07
0208482;PIRAMIL COMBI;C09BB07
0208513;INFUSIO GLUCOSI 10 IMUNA;B05BA03
0208514;INFUSIO GLUCOSI 10 IMUNA;B05BA03
0208515;INFUSIO GLUCOSI 10 IMUNA;B05BA03
0208516;INFUSIO GLUCOSI 10 IMUNA;B05BA03
0208517;INFUSIO GLUCOSI 10 IMUNA;B05BA03
0208518;INFUSIO GLUCOSI 20 IMUNA;B05BA03
0208519;INFUSIO GLUCOSI 20 IMUNA;B05BA03
0208520;INFUSIO GLUCOSI 20 IMUNA;B05BA03
0208521;INFUSIO GLUCOSI 20 IMUNA;B05BA03
0208522;INFUSIO GLUCOSI 20 IMUNA;B05BA03
0208528;INFUSIO GLUCOSI 5 IMUNA;B05BA03
0208529;INFUSIO GLUCOSI 5 IMUNA;B05BA03
0208530;INFUSIO GLUCOSI 5 IMUNA;B05BA03
0208531;INFUSIO GLUCOSI 5 IMUNA;B05BA03
0208532;INFUSIO GLUCOSI 5 IMUNA;B05BA03
0208543;INFUSIO RINGERI IMUNA;B05BB01
0208544;INFUSIO RINGERI IMUNA;B05BB01
0208545;INFUSIO RINGERI IMUNA;B05BB01
0208546;INFUSIO RINGERI IMUNA;B05BB01
0208547;INFUSIO RINGERI IMUNA;B05BB01
0208548;ALYOSTAL PRICK;V04CL
0208549;ALYOSTAL PRICK;V04CL
0208550;PHOSTAL;V01AA20
0208551;PHOSTAL;V01AA20
0208552;PHOSTAL;V01AA20
0208553;PHOSTAL;V01AA20
0208555;STALORAL;V01AA20
0208557;STALORAL;V01AA20
0208558;STALORAL 300;V01AA20
0208559;STALORAL 300;V01AA20
0208575;VACTETA;J07AM01
0208576;VACTETA;J07AM01
0208594;IMATINIB SANDOZ;L01EA01
0208595;IMATINIB SANDOZ;L01EA01
0208596;IMATINIB SANDOZ;L01EA01
0208597;IMATINIB SANDOZ;L01EA01
0208598;ATORVASTATIN KRKA;C10AA05
0208599;ATORVASTATIN KRKA;C10AA05
0208600;ATORVASTATIN KRKA;C10AA05
0208601;ATORVASTATIN KRKA;C10AA05
0208602;ATORVASTATIN KRKA;C10AA05
0208603;ATORVASTATIN KRKA;C10AA05
0208604;ATORVASTATIN KRKA;C10AA05
0208605;ATORVASTATIN KRKA;C10AA05
0208606;ATORVASTATIN KRKA;C10AA05
0208607;ATORVASTATIN KRKA;C10AA05
0208608;ATORVASTATIN KRKA;C10AA05
0208609;ATORVASTATIN KRKA;C10AA05
0208610;ATORVASTATIN KRKA;C10AA05
0208611;ATORVASTATIN KRKA;C10AA05
0208612;ATORVASTATIN KRKA;C10AA05
0208613;ATORVASTATIN KRKA;C10AA05
0208614;ATORVASTATIN KRKA;C10AA05
0208615;ATORVASTATIN KRKA;C10AA05
0208616;ATORVASTATIN KRKA;C10AA05
0208617;ATORVASTATIN KRKA;C10AA05
0208618;ATORVASTATIN KRKA;C10AA05
0208619;ATORVASTATIN KRKA;C10AA05
0208620;ATORVASTATIN KRKA;C10AA05
0208621;ATORVASTATIN KRKA;C10AA05
0208622;ATORVASTATIN KRKA;C10AA05
0208623;ATORVASTATIN KRKA;C10AA05
0208624;ATORVASTATIN KRKA;C10AA05
0208625;ATORVASTATIN KRKA;C10AA05
0208626;ATORVASTATIN KRKA;C10AA05
0208627;ATORVASTATIN KRKA;C10AA05
0208628;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208629;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208630;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208631;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208632;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208633;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208634;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208635;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208636;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208637;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208638;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208639;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208640;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208641;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208642;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208643;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208644;MEDICINÁLNÍ KYSLÍK PLYNNÝ MESSER;V03AN01
0208645;SANORIN EMULZE;R01AA08
0208646;SANORIN;R01AA08
0208647;SANORIN;R01AA08
0208648;SANORIN;R01AA08
0208649;SANORIN;R01AA08
0208696;SERTRALIN KRKA;N06AB06
0208697;SERTRALIN KRKA;N06AB06
0208698;SERTRALIN KRKA;N06AB06
0208699;SERTRALIN KRKA;N06AB06
0208700;SERTRALIN KRKA;N06AB06
0208701;SERTRALIN KRKA;N06AB06
0208702;SERTRALIN KRKA;N06AB06
0208703;SERTRALIN KRKA;N06AB06
0208704;SERTRALIN KRKA;N06AB06
0208705;SERTRALIN KRKA;N06AB06
0208706;SERTRALIN KRKA;N06AB06
0208707;SERTRALIN KRKA;N06AB06
0208708;SERTRALIN KRKA;N06AB06
0208709;SERTRALIN KRKA;N06AB06
0208710;SERTRALIN KRKA;N06AB06
0208711;SERTRALIN KRKA;N06AB06
0208712;SERTRALIN KRKA;N06AB06
0208713;SERTRALIN KRKA;N06AB06
0208714;PERINDOPRIL KRKA;C09AA04
0208715;PERINDOPRIL KRKA;C09AA04
0208716;PERINDOPRIL KRKA;C09AA04
0208717;PERINDOPRIL KRKA;C09AA04
0208718;PERINDOPRIL KRKA;C09AA04
0208719;PERINDOPRIL KRKA;C09AA04
0208720;PERINDOPRIL KRKA;C09AA04
0208721;PERINDOPRIL KRKA;C09AA04
0208768;DRMKOVÝ PLOD APOMEDICA;V11
0208769;TŘEZALKA APOMEDICA;N06AX25
0208770;TŘEZALKA APOMEDICA;N06AX25
0208771;TŘEZALKA APOMEDICA;N06AX25
0208775;VECTAVIR TÓNOVANÝ KRÉM NA OPARY;D06BB06
0208776;VECTAVIR TÓNOVANÝ KRÉM NA OPARY;D06BB06
0208791;ENTOCORT KLYZMA;A07EA06
0208796;ENTOCORT;A07EA06
0208797;ENTOCORT;A07EA06
0208801;EXPLEMED;N05AX12
0208802;EXPLEMED;N05AX12
0208818;ZOVIRAX DUO;D06BB53
0208819;ZOVIRAX DUO;D06BB53
0208823;NASOFAN;R01AD08
0208828;NIQUITIN MINI;N07BA01
0208829;NIQUITIN MINI;N07BA01
0208830;NIQUITIN MINI;N07BA01
0208831;NIQUITIN MINI;N07BA01
0208840;PANADOL BABY;N02BE01
0208841;PANADOL JUNIOR;N02BE01
0208854;CALCIUM FLUORATUM DHU;V12
0208855;CALCIUM PHOSPHORICUM DHU;V12
0208856;CALCIUM SULFURICUM DHU;V12
0208857;FERRUM PHOSPHORICUM DHU;V12
0208858;KALIUM CHLORATUM DHU;V12
